CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP SENT,OTH SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
ALL,ALLEGANY,Statewide,2524,2379,888,5791,1395,1381,423,3199,429,431,138,998
ALL,ANNE ARUNDEL,Statewide,46962,19434,19065,85461,22649,9057,7484,39190,7966,3234,2602,13802
ALL,BALTIMORE CITY,Statewide,55508,3712,7558,66778,20026,1135,1731,22892,0,0,0,0
ALL,BALTIMORE COUNTY,Statewide,73700,21598,18925,114223,29556,8544,5600,43700,6412,1928,1160,9500
ALL,CALVERT,Statewide,6239,3844,2540,12623,3154,1783,1015,5952,1937,1112,646,3695
ALL,CAROLINE,Statewide,977,802,426,2205,514,408,194,1116,418,316,146,880
ALL,CARROLL,Statewide,9585,7676,4328,21589,4689,3618,1692,9999,3224,2518,1173,6915
ALL,CECIL,Statewide,4002,3842,1886,9730,1852,1622,726,4200,0,0,0,0
ALL,CHARLES,Statewide,13067,2964,3008,19039,5848,1426,1056,8330,4445,1118,787,6350
ALL,DORCHESTER,Statewide,1725,883,431,3039,910,444,168,1522,0,0,0,0
ALL,FREDERICK,Statewide,21326,8336,7858,37520,8956,3320,2726,15002,7957,2990,2343,13290
ALL,GARRETT,Statewide,947,1261,362,2570,532,649,154,1335,260,338,77,675
ALL,HARFORD,Statewide,13673,8865,5816,28354,6883,4438,2358,13679,5057,3216,1723,9996
ALL,HOWARD,Statewide,31902,7655,11145,50702,14372,3267,4054,21693,5372,1220,1406,7998
ALL,KENT,Statewide,1432,620,376,2428,888,339,174,1401,620,259,121,1000
ALL,MONTGOMERY,Statewide,117148,18647,33156,168951,44873,7110,10295,62278,6103,1006,1389,8498
ALL,PRINCE GEORGE'S,Statewide,81925,5565,12509,99999,37143,2319,3832,43294,0,0,0,0
ALL,QUEEN ANNE'S,Statewide,2722,2099,1162,5983,1354,1073,524,2951,473,380,172,1025
ALL,SAINT MARY'S,Statewide,5424,3594,2311,11329,2728,1626,908,5262,2496,1487,838,4821
ALL,SOMERSET,Statewide,785,549,247,1581,467,264,107,838,0,0,0,0
ALL,TALBOT,Statewide,2919,1540,1128,5587,1579,758,487,2824,1114,542,343,1999
ALL,WASHINGTON,Statewide,7192,4920,2927,15039,3616,2510,1210,7336,2049,1317,631,3997
ALL,WICOMICO,Statewide,4673,2517,1566,8756,2588,1386,682,4656,1687,902,411,3000
ALL,WORCESTER,Statewide,3336,2563,1342,7241,2020,1454,645,4119,1214,886,398,2498
CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP_SENT,OTH_SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
Civilian Overseas,ALLEGANY,Statewide,34,6,12,52,10,0,4,14,0,0,0,0
Civilian Overseas,ANNE ARUNDEL,Statewide,961,175,397,1533,299,42,130,471,0,0,0,0
Civilian Overseas,BALTIMORE CITY,Statewide,1145,247,382,1774,163,15,36,214,0,0,0,0
Civilian Overseas,BALTIMORE COUNTY,Statewide,1107,237,390,1734,264,30,82,376,20,3,8,31
Civilian Overseas,CALVERT,Statewide,86,23,44,153,19,4,14,37,3,1,4,8
Civilian Overseas,CAROLINE,Statewide,12,1,4,17,4,0,0,4,2,0,0,2
Civilian Overseas,CARROLL,Statewide,142,35,48,225,46,9,14,69,4,0,3,7
Civilian Overseas,CECIL,Statewide,57,16,18,91,13,3,8,24,0,0,0,0
Civilian Overseas,CHARLES,Statewide,110,25,46,181,29,13,7,49,20,7,6,33
Civilian Overseas,DORCHESTER,Statewide,23,8,3,34,6,3,1,10,0,0,0,0
Civilian Overseas,FREDERICK,Statewide,392,65,126,583,112,15,32,159,0,0,0,0
Civilian Overseas,GARRETT,Statewide,18,5,13,36,4,3,2,9,0,1,0,1
Civilian Overseas,HARFORD,Statewide,206,46,86,338,73,19,29,121,29,10,15,54
Civilian Overseas,HOWARD,Statewide,764,73,250,1087,234,16,62,312,4,1,0,5
Civilian Overseas,KENT,Statewide,28,4,3,35,12,2,2,16,2,0,0,2
Civilian Overseas,MONTGOMERY,Statewide,4949,506,1653,7108,913,47,210,1170,37,1,8,46
Civilian Overseas,PRINCE GEORGE'S,Statewide,917,90,313,1320,241,28,63,332,0,0,0,0
Civilian Overseas,QUEEN ANNE'S,Statewide,58,7,20,85,20,2,10,32,12,0,3,15
Civilian Overseas,SAINT MARY'S,Statewide,90,24,35,149,37,7,14,58,34,7,14,55
Civilian Overseas,SOMERSET,Statewide,5,0,1,6,0,0,0,0,0,0,0,0
Civilian Overseas,TALBOT,Statewide,84,9,33,126,31,2,5,38,12,0,1,13
Civilian Overseas,WASHINGTON,Statewide,104,20,35,159,28,6,12,46,6,0,1,7
Civilian Overseas,WICOMICO,Statewide,67,9,17,93,26,1,3,30,2,0,0,2
Civilian Overseas,WORCESTER,Statewide,51,12,20,83,26,3,7,36,12,1,6,19
CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP_SENT,OTH_SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
Domestic Civilian,ALLEGANY,Statewide,2486,2369,873,5728,1381,1380,419,3180,429,431,138,998
Domestic Civilian,ANNE ARUNDEL,Statewide,45650,19033,18403,83086,22244,8971,7297,38512,7966,3234,2602,13802
Domestic Civilian,BALTIMORE CITY,Statewide,54291,3449,7141,64881,19861,1119,1690,22670,0,0,0,0
Domestic Civilian,BALTIMORE COUNTY,Statewide,72491,21297,18466,112254,29271,8506,5505,43282,6389,1925,1152,9466
Domestic Civilian,CALVERT,Statewide,6111,3776,2463,12350,3122,1769,993,5884,1927,1109,640,3676
Domestic Civilian,CAROLINE,Statewide,963,793,419,2175,509,402,192,1103,416,311,145,872
Domestic Civilian,CARROLL,Statewide,9420,7603,4243,21266,4640,3605,1673,9918,3219,2518,1170,6907
Domestic Civilian,CECIL,Statewide,3931,3804,1862,9597,1833,1610,717,4160,0,0,0,0
Domestic Civilian,CHARLES,Statewide,12856,2887,2902,18645,5804,1401,1036,8241,4415,1101,774,6290
Domestic Civilian,DORCHESTER,Statewide,1698,874,424,2996,903,440,167,1510,0,0,0,0
Domestic Civilian,FREDERICK,Statewide,20866,8201,7677,36744,8831,3292,2675,14798,7957,2990,2343,13290
Domestic Civilian,GARRETT,Statewide,928,1250,345,2523,528,644,151,1323,260,336,76,672
Domestic Civilian,HARFORD,Statewide,13415,8738,5670,27823,6797,4400,2314,13511,5019,3192,1699,9910
Domestic Civilian,HOWARD,Statewide,31010,7535,10827,49372,14100,3239,3981,21320,5368,1219,1406,7993
Domestic Civilian,KENT,Statewide,1401,615,369,2385,876,337,171,1384,618,259,121,998
Domestic Civilian,MONTGOMERY,Statewide,111896,18037,31282,161215,43892,7047,10053,60992,6062,1005,1378,8445
Domestic Civilian,PRINCE GEORGE'S,Statewide,80689,5410,12050,98149,36841,2276,3748,42865,0,0,0,0
Domestic Civilian,QUEEN ANNE'S,Statewide,2648,2074,1133,5855,1330,1064,510,2904,460,378,168,1006
Domestic Civilian,SAINT MARY'S,Statewide,5271,3508,2234,11013,2670,1603,879,5152,2442,1466,810,4718
Domestic Civilian,SOMERSET,Statewide,778,546,245,1569,465,264,107,836,0,0,0,0
Domestic Civilian,TALBOT,Statewide,2831,1524,1095,5450,1548,754,482,2784,1102,540,342,1984
Domestic Civilian,WASHINGTON,Statewide,7068,4871,2881,14820,3583,2496,1197,7276,2041,1312,630,3983
Domestic Civilian,WICOMICO,Statewide,4595,2502,1540,8637,2560,1384,678,4622,1683,902,411,2996
Domestic Civilian,WORCESTER,Statewide,3279,2535,1312,7126,1991,1443,636,4070,1200,881,390,2471
CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP_SENT,OTH_SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
Military Overseas,ALLEGANY,Statewide,1,0,0,1,1,0,0,1,0,0,0,0
Military Overseas,ANNE ARUNDEL,Statewide,85,47,55,187,30,9,6,45,0,0,0,0
Military Overseas,BALTIMORE CITY,Statewide,15,3,8,26,1,0,1,2,0,0,0,0
Military Overseas,BALTIMORE COUNTY,Statewide,25,20,21,66,3,5,4,12,0,0,0,0
Military Overseas,CALVERT,Statewide,8,10,5,23,2,2,1,5,1,0,0,1
Military Overseas,CAROLINE,Statewide,0,3,0,3,0,3,0,3,0,2,0,2
Military Overseas,CARROLL,Statewide,9,13,8,30,1,2,2,5,0,0,0,0
Military Overseas,CECIL,Statewide,2,4,1,7,1,1,0,2,0,0,0,0
Military Overseas,CHARLES,Statewide,22,20,11,53,2,3,2,7,2,2,0,4
Military Overseas,DORCHESTER,Statewide,1,0,0,1,0,0,0,0,0,0,0,0
Military Overseas,FREDERICK,Statewide,18,14,14,46,1,4,6,11,0,0,0,0
Military Overseas,GARRETT,Statewide,0,2,1,3,0,1,0,1,0,0,0,0
Military Overseas,HARFORD,Statewide,16,18,13,47,5,5,1,11,3,3,0,6
Military Overseas,HOWARD,Statewide,29,11,18,58,8,2,2,12,0,0,0,0
Military Overseas,KENT,Statewide,1,1,3,5,0,0,1,1,0,0,0,0
Military Overseas,MONTGOMERY,Statewide,61,23,43,127,7,3,11,21,0,0,0,0
Military Overseas,PRINCE GEORGE'S,Statewide,78,13,27,118,11,4,4,19,0,0,0,0
Military Overseas,QUEEN ANNE'S,Statewide,3,6,0,9,1,4,0,5,0,2,0,2
Military Overseas,SAINT MARY'S,Statewide,12,15,4,31,5,4,2,11,5,2,1,8
Military Overseas,SOMERSET,Statewide,2,0,1,3,2,0,0,2,0,0,0,0
Military Overseas,TALBOT,Statewide,1,1,0,2,0,1,0,1,0,1,0,1
Military Overseas,WASHINGTON,Statewide,4,11,6,21,1,3,1,5,0,3,0,3
Military Overseas,WICOMICO,Statewide,2,4,4,10,0,1,0,1,0,0,0,0
Military Overseas,WORCESTER,Statewide,2,2,3,7,1,0,1,2,0,0,1,1
CATEGORY,COUNTY NAME,DISTRICT,DEM SENT,REP_SENT,OTH_SENT,TOTAL SENT,DEM RECEIVED,REP RECEIVED,OTH RECEIVED,TOTAL RECEIVED,DEM ACCEPTED,REP ACCEPTED,OTH ACCEPTED,TOTAL ACCEPTED
Military US,ALLEGANY,Statewide,3,4,3,10,3,1,0,4,0,0,0,0
Military US,ANNE ARUNDEL,Statewide,266,179,210,655,76,35,51,162,0,0,0,0
Military US,BALTIMORE CITY,Statewide,57,13,27,97,1,1,4,6,0,0,0,0
Military US,BALTIMORE COUNTY,Statewide,77,44,48,169,18,3,9,30,3,0,0,3
Military US,CALVERT,Statewide,34,35,28,97,11,8,7,26,6,2,2,10
Military US,CAROLINE,Statewide,2,5,3,10,1,3,2,6,0,3,1,4
Military US,CARROLL,Statewide,14,25,29,68,2,2,3,7,1,0,0,1
Military US,CECIL,Statewide,12,18,5,35,5,8,1,14,0,0,0,0
Military US,CHARLES,Statewide,79,32,49,160,13,9,11,33,8,8,7,23
Military US,DORCHESTER,Statewide,3,1,4,8,1,1,0,2,0,0,0,0
Military US,FREDERICK,Statewide,50,56,41,147,12,9,13,34,0,0,0,0
Military US,GARRETT,Statewide,1,4,3,8,0,1,1,2,0,1,1,2
Military US,HARFORD,Statewide,36,63,47,146,8,14,14,36,6,11,9,26
Military US,HOWARD,Statewide,99,36,50,185,30,10,9,49,0,0,0,0
Military US,KENT,Statewide,2,0,1,3,0,0,0,0,0,0,0,0
Military US,MONTGOMERY,Statewide,242,81,178,501,61,13,21,95,4,0,3,7
Military US,PRINCE GEORGE'S,Statewide,241,52,119,412,50,11,17,78,0,0,0,0
Military US,QUEEN ANNE'S,Statewide,13,12,9,34,3,3,4,10,1,0,1,2
Military US,SAINT MARY'S,Statewide,51,47,38,136,16,12,13,41,15,12,13,40
Military US,SOMERSET,Statewide,0,3,0,3,0,0,0,0,0,0,0,0
Military US,TALBOT,Statewide,3,6,0,9,0,1,0,1,0,1,0,1
Military US,WASHINGTON,Statewide,16,18,5,39,4,5,0,9,2,2,0,4
Military US,WICOMICO,Statewide,9,2,5,16,2,0,1,3,2,0,0,2
Military US,WORCESTER,Statewide,4,14,7,25,2,8,1,11,2,4,1,7
